"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","total_injuries"
"Jahvid Best","Detroit Lions","det",2011,16,10,10,"concussion",7,16,1,0,0,0,0,0,0,0,1
"Don Carey","Detroit Lions","det",2011,16,1,1,"concussion",15,15,1,0,0,0,0,0,0,0,1
"Gosder Cherilus","Detroit Lions","det",2011,16,3,0,"knee hamstring",7,15,0,0,0,0,0,0,2,0,2
"Erik Coleman","Detroit Lions","det",2011,16,12,12,"ankle",5,16,0,0,0,0,0,0,0,1,1
"Rashied Davis","Detroit Lions","det",2011,16,8,5,"hamstring feet",3,11,0,0,0,0,0,0,1,0,1
"Louis Delmas","Detroit Lions","det",2011,16,11,5,"hip abdomen foot knee",2,16,0,0,1,1,0,0,1,1,4
"Ryan Donahue","Detroit Lions","det",2011,16,8,8,"quadricep",9,16,0,0,0,0,0,0,1,0,1
"Justin Durant","Detroit Lions","det",2011,16,7,3,"concussion hamstring",4,15,1,0,0,0,0,0,1,0,2
"Isaiah Ekejiuba","Detroit Lions","det",2011,16,13,13,"shoulder",4,16,0,1,0,0,0,0,0,0,1
"Nick Fairley","Detroit Lions","det",2011,16,11,6,"achilles  foot",1,16,0,0,0,0,0,0,0,2,2
"Andre Fluellen","Detroit Lions","det",2011,16,1,0,"hand",1,1,0,0,0,0,0,1,0,0,1
"Jason Fox","Detroit Lions","det",2011,16,15,15,"foot",1,16,0,0,0,0,0,0,0,1,1
"Vincent Fuller","Detroit Lions","det",2011,16,11,11,"elbow",6,16,0,0,0,0,1,0,0,0,1
"Jason Hanson","Detroit Lions","det",2011,16,1,0,"knee",9,9,0,0,0,0,0,0,1,0,1
"Chris Harris","Detroit Lions","det",2011,16,3,0,"ankle concussion",11,15,1,0,0,0,0,0,0,1,2
"Sammie Lee Hill","Detroit Lions","det",2011,16,2,0,"ankle",8,9,0,0,0,0,0,0,0,1,1
"Doug Hogue","Detroit Lions","det",2011,16,3,0,"hamstring illness",6,12,0,0,0,0,0,0,1,0,1
"Chris Houston","Detroit Lions","det",2011,16,6,2,"back knee hand knee",7,16,0,0,1,0,0,1,2,0,4
"Lawrence Jackson","Detroit Lions","det",2011,16,9,5,"hamstring elbow thigh",4,15,0,0,0,0,1,0,2,0,3
"Calvin Johnson","Detroit Lions","det",2011,16,7,0,"ankle achilles",2,16,0,0,0,0,0,0,0,2,2
"Mikel Leshoure","Detroit Lions","det",2011,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1,1
"DeAndre Levy","Detroit Lions","det",2011,16,5,0,"knee elbow",3,11,0,0,0,0,1,0,1,0,2
"Brandon McDonald","Detroit Lions","det",2011,16,2,2,"knee",12,13,0,0,0,0,0,0,1,0,1
"Maurice Morris","Detroit Lions","det",2011,16,3,0,"hand  ankle chest",1,14,0,0,1,0,0,1,0,1,3
"Brandon Pettigrew","Detroit Lions","det",2011,16,3,0,"shoulder elbow",3,9,0,1,0,0,1,0,0,0,2
"Tony Scheffler","Detroit Lions","det",2011,16,2,1,"head concussion",6,7,2,0,0,0,0,0,0,0,2
"Rob Sims","Detroit Lions","det",2011,16,4,0,"illness shoulder",8,15,0,1,0,0,0,0,0,0,1
"Alphonso Smith","Detroit Lions","det",2011,16,3,3,"foot",1,3,0,0,0,0,0,0,0,1,1
"Kevin Smith","Detroit Lions","det",2011,16,4,1,"ankle",13,16,0,0,0,0,0,0,0,1,1
"Amari Spievey","Detroit Lions","det",2011,16,9,1,"toe hamstring illness knee",4,16,0,0,0,0,0,0,2,1,3
"Matthew Stafford","Detroit Lions","det",2011,16,5,0,"groin ankle knee finger ankle finger",4,11,0,0,0,0,0,2,2,2,6
"Maurice Stovall","Detroit Lions","det",2011,16,6,1,"hand shoulder",2,12,0,1,0,0,0,1,0,0,2
"Stephen Tulloch","Detroit Lions","det",2011,16,1,0,"ankle",6,6,0,0,0,0,0,0,0,1,1
"Kyle Vanden Bosch","Detroit Lions","det",2011,16,1,0,"neck",15,15,1,0,0,0,0,0,0,0,1
"Corey Williams","Detroit Lions","det",2011,16,3,1,"calf hip",11,16,0,0,0,1,0,0,1,0,2
"Eric Wright","Detroit Lions","det",2011,16,4,0,"groin illness hamstring",4,14,0,0,0,0,0,0,2,0,2
"Willie Young","Detroit Lions","det",2011,16,9,2,"calf ankle",7,16,0,0,0,0,0,0,1,1,2
"Desmond Bishop","Green Bay Packers","gnb",2011,16,4,3,"calf",12,15,0,0,0,0,0,0,1,0,1
"Bryan Bulaga","Green Bay Packers","gnb",2011,16,5,4,"knee",4,16,0,0,0,0,0,0,1,0,1
"Morgan Burnett","Green Bay Packers","gnb",2011,16,4,0,"hand",6,10,0,0,0,0,0,1,0,0,1
"Chad Clifton","Green Bay Packers","gnb",2011,16,16,10,"knee hamstring hamstring back",1,16,0,0,1,0,0,0,3,0,4
"Randall Cobb","Green Bay Packers","gnb",2011,16,2,1,"knee  groin",1,16,0,0,0,0,0,0,2,0,2
"Nick Collins","Green Bay Packers","gnb",2011,16,15,14,"wrist neck",2,16,1,0,0,0,0,1,0,0,2
"Evan Dietrich-Smith","Green Bay Packers","gnb",2011,16,1,0,"foot",6,6,0,0,0,0,0,0,0,1,1
"Donald Driver","Green Bay Packers","gnb",2011,16,2,0,"ankle  knee",1,5,0,0,0,0,0,0,1,1,2
"Jermichael Finley","Green Bay Packers","gnb",2011,16,6,0,"ankle  wrist knee",1,16,0,0,0,0,0,1,1,1,3
"Ryan Grant","Green Bay Packers","gnb",2011,16,3,1,"kidney hamstring",4,10,0,0,1,0,0,0,1,0,2
"Alex Green","Green Bay Packers","gnb",2011,16,12,11,"achilles knee",2,16,0,0,0,0,0,0,1,1,2
"Howard Green","Green Bay Packers","gnb",2011,16,1,0,"foot",15,15,0,0,0,0,0,0,0,1,1
"Lawrence Guy","Green Bay Packers","gnb",2011,16,16,16,"concussion",1,16,1,0,0,0,0,0,0,0,1
"A.J. Hawk","Green Bay Packers","gnb",2011,16,3,2,"calf",12,14,0,0,0,0,0,0,1,0,1
"Davon House","Green Bay Packers","gnb",2011,16,4,4,"ankle",1,4,0,0,0,0,0,0,0,1,1
"Greg Jennings","Green Bay Packers","gnb",2011,16,6,3,"groin hand knee",6,16,0,0,0,0,0,1,2,0,3
"Brad Jones","Green Bay Packers","gnb",2011,16,2,1,"hamstring",4,5,0,0,0,0,0,0,1,0,1
"Jamari Lattimore","Green Bay Packers","gnb",2011,16,5,4,"shoulder",4,9,0,1,0,0,0,0,0,0,1
"Pat Lee","Green Bay Packers","gnb",2011,16,3,0,"back",4,6,0,0,1,0,0,0,0,0,1
"Clay Matthews","Green Bay Packers","gnb",2011,16,10,1,"quadriceps thigh quadricep knee ankle",3,16,0,0,0,0,0,0,4,1,5
"Mike Neal","Green Bay Packers","gnb",2011,16,11,9,"knee  shoulder",1,15,0,1,0,0,0,0,1,0,2
"Marshall Newhouse","Green Bay Packers","gnb",2011,16,1,0,"knee",11,11,0,0,0,0,0,0,1,0,1
"Ryan Pickett","Green Bay Packers","gnb",2011,16,6,2,"foot knee head",3,16,1,0,0,0,0,0,1,1,3
"Andrew Quarless","Green Bay Packers","gnb",2011,16,7,6,"knee",5,16,0,0,0,0,0,0,1,0,1
"Brandon Saine","Green Bay Packers","gnb",2011,16,2,1,"head",14,15,1,0,0,0,0,0,0,0,1
"Derek Sherrod","Green Bay Packers","gnb",2011,16,2,2,"leg",15,16,0,0,0,0,0,0,1,0,1
"Sam Shields","Green Bay Packers","gnb",2011,16,2,1,"concussion",7,8,1,0,0,0,0,0,0,0,1
"Josh Sitton","Green Bay Packers","gnb",2011,16,9,2,"ankle knee",6,14,0,0,0,0,0,0,1,1,2
"Shaky Smithson","Green Bay Packers","gnb",2011,16,16,16,"shoulder",1,16,0,1,0,0,0,0,0,0,1
"Vic So'oto","Green Bay Packers","gnb",2011,16,6,5,"back",1,14,0,0,1,0,0,0,0,0,1
"James Starks","Green Bay Packers","gnb",2011,16,5,3,"knee ankle knee ankle",11,16,0,0,0,0,0,0,2,2,4
"Ryan Taylor","Green Bay Packers","gnb",2011,16,3,1,"hip  shoulder",1,5,0,1,0,1,0,0,0,0,2
"Brandon Underwood","Green Bay Packers","gnb",2011,16,1,1,"knee",1,1,0,0,0,0,0,0,1,0,1
"Erik Walden","Green Bay Packers","gnb",2011,16,1,0,"legal",13,13,0,0,0,0,0,0,1,0,1
"Tramon Williams","Green Bay Packers","gnb",2011,16,4,1,"shoulder",2,5,0,1,0,0,0,0,0,0,1
"Charles Woodson","Green Bay Packers","gnb",2011,16,7,1,"foot foot knee knee foot concussion knee",3,16,1,0,0,0,0,0,3,3,7
"Frank Zombo","Green Bay Packers","gnb",2011,16,11,9,"shoulder knee hamstring",1,11,0,1,0,0,0,0,2,0,3
"Mister Alexander","Houston Texans","htx",2011,16,6,0,"shoulder shoulders",10,15,0,2,0,0,0,0,0,0,2
"Jason Allen","Houston Texans","htx",2011,16,11,0,"knee knee groin thumb thumb head",2,16,1,0,0,0,0,2,3,0,6
"Thomas Austin","Houston Texans","htx",2011,16,8,8,"knee",2,10,0,0,0,0,0,0,1,0,1
"Dominique Barber","Houston Texans","htx",2011,16,10,10,"foot",7,16,0,0,0,0,0,0,0,1,1
"Connor Barwin","Houston Texans","htx",2011,16,2,0,"achilles achilles",9,10,0,0,0,0,0,0,0,2,2
"Bryan Braman","Houston Texans","htx",2011,16,5,0,"wrist neck thigh",4,11,1,0,0,0,0,1,1,0,3
"Mike Brisiel","Houston Texans","htx",2011,16,12,3,"hip shoulder knee ankle leg shin back ankle fibula",3,16,0,1,1,1,0,0,4,2,9
"Duane Brown","Houston Texans","htx",2011,16,3,0,"knee shoulder",7,10,0,1,0,0,0,0,1,0,2
"Tim Bulman","Houston Texans","htx",2011,16,6,4,"elbow calf",8,15,0,0,0,0,1,0,1,0,2
"Rashad Butler","Houston Texans","htx",2011,16,14,14,"elbow",3,16,0,0,0,0,1,0,0,0,1
"Antoine Caldwell","Houston Texans","htx",2011,16,7,5,"ankle",1,15,0,0,0,0,0,0,0,1,1
"Roc Carmichael","Houston Texans","htx",2011,16,16,16,"shoulder",1,16,0,1,0,0,0,0,0,0,1
"James Casey","Houston Texans","htx",2011,16,8,2,"pectoral chest foot",6,15,0,0,2,0,0,0,0,1,3
"Shaun Cody","Houston Texans","htx",2011,16,4,0,"neck toe ankle knee",2,16,1,0,0,0,0,0,1,2,4
"Brian Cushing","Houston Texans","htx",2011,16,7,0,"knee elbow illness knee hamstring ribs ribs knee",3,13,0,0,2,0,1,0,4,0,7
"Owen Daniels","Houston Texans","htx",2011,16,4,1,"knee",11,16,0,0,0,0,0,0,1,0,1
"Devard Darling","Houston Texans","htx",2011,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Jake Delhomme","Houston Texans","htx",2011,16,1,1,"calf",13,13,0,0,0,0,0,0,1,0,1
"Tim Dobbins","Houston Texans","htx",2011,16,3,1,"hamstring shoulder",5,12,0,1,0,0,0,0,1,0,2
"Joel Dreessen","Houston Texans","htx",2011,16,7,0,"knee hip neck groin knee wrist",4,16,1,0,0,1,0,1,3,0,6
"Arian Foster","Houston Texans","htx",2011,16,5,2,"hamstring  hip quadricep",1,6,0,0,0,1,0,0,2,0,3
"Garrett Graham","Houston Texans","htx",2011,16,6,5,"hamstring",6,15,0,0,0,0,0,0,1,0,1
"Brandon Harris","Houston Texans","htx",2011,16,5,3,"ankle hamstring hip",2,15,0,0,0,1,0,0,1,1,3
"Brett Hartmann","Houston Texans","htx",2011,16,4,4,"knee",13,16,0,0,0,0,0,0,1,0,1
"Kareem Jackson","Houston Texans","htx",2011,16,3,1,"knee",4,6,0,0,0,0,0,0,1,0,1
"Tim Jamison","Houston Texans","htx",2011,16,1,0,"ankle",15,15,0,0,0,0,0,0,0,1,1
"Lestar Jean","Houston Texans","htx",2011,16,16,16,"shoulder",1,16,0,1,0,0,0,0,0,0,1
"Andre Johnson","Houston Texans","htx",2011,16,13,9,"knee toe hamstring knee",4,16,0,0,0,0,0,0,3,1,4
"Bryant Johnson","Houston Texans","htx",2011,16,3,0,"hamstring thigh",5,16,0,0,0,0,0,0,2,0,2
"Jacoby Jones","Houston Texans","htx",2011,16,6,0,"knee groin foot",3,15,0,0,0,0,0,0,2,1,3
"Johnathan Joseph","Houston Texans","htx",2011,16,8,0,"ankle foot hamstring calf shoulder neck hip",3,15,1,1,0,1,0,0,2,2,7
"Matt Leinart","Houston Texans","htx",2011,16,7,7,"thumb collarbone",7,16,0,1,0,0,0,1,0,0,2
"Jeff Maehl","Houston Texans","htx",2011,16,2,0,"hamstring",15,16,0,0,0,0,0,0,1,0,1
"Danieal Manning","Houston Texans","htx",2011,16,6,3,"arm leg ankle",7,12,0,0,0,0,1,0,1,1,3
"Brice McCain","Houston Texans","htx",2011,16,3,0,"groin hamstring concussion shoulder",5,13,1,1,0,0,0,0,2,0,4
"Sherrick McManis","Houston Texans","htx",2011,16,10,7,"hamstring groin ankle",2,16,0,0,0,0,0,0,2,1,3
"Earl Mitchell","Houston Texans","htx",2011,16,6,0,"knee  ankle",1,16,0,0,0,0,0,0,1,1,2
"Chris Myers","Houston Texans","htx",2011,16,6,0,"elbow ankle knee",5,16,0,0,0,0,1,0,1,1,3
"Jesse Nading","Houston Texans","htx",2011,16,3,0,"shoulder hip knee",11,15,0,1,0,1,0,0,1,0,3
"Derek Newton","Houston Texans","htx",2011,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0,1
"Troy Nolan","Houston Texans","htx",2011,16,2,2,"ankle",15,16,0,0,0,0,0,0,0,1,1
"Glover Quin","Houston Texans","htx",2011,16,4,0,"ankle  elbow",1,15,0,0,0,0,1,0,0,1,2
"Neil Rackers","Houston Texans","htx",2011,16,1,0,"calf",15,15,0,0,0,0,0,0,1,0,1
"Brooks Reed","Houston Texans","htx",2011,16,2,0,"wrist",1,2,0,0,0,0,0,1,0,0,1
"DeMeco Ryans","Houston Texans","htx",2011,16,10,0,"elbow ankle achilles elbow achilles knee elbow elbow hamstring hamstring elbow hamstring wrist  shoulder",1,11,0,1,0,0,5,1,4,3,14
"Matt Schaub","Houston Texans","htx",2011,16,9,6,"foot shoulder thigh chest",3,16,0,1,1,0,0,0,1,1,4
"Darryl Sharpton","Houston Texans","htx",2011,16,9,8,"back groin quadriceps",7,16,0,0,1,0,0,0,2,0,3
"Antonio Smith","Houston Texans","htx",2011,16,8,0,"groin ankle shoulder shoulder back",2,15,0,2,1,0,0,0,1,1,5
"Wade Smith","Houston Texans","htx",2011,16,2,0,"ankle",10,12,0,0,0,0,0,0,0,1,1
"Ben Tate","Houston Texans","htx",2011,16,8,1,"quadricep back groin groin achilles ankle foot ankle hamstring",2,15,0,0,1,0,0,0,4,4,9
"Lawrence Vickers","Houston Texans","htx",2011,16,5,2,"illness hamstring",4,14,0,0,0,0,0,0,1,0,1
"Kevin Walter","Houston Texans","htx",2011,16,10,1,"shoulder illness knee knee ankle",2,15,0,1,0,0,0,0,2,1,4
"Derrick Ward","Houston Texans","htx",2011,16,5,4,"ankle ankle shoulder",2,6,0,1,0,0,0,0,0,2,3
"J.J. Watt","Houston Texans","htx",2011,16,2,0,"knee thigh hand",12,14,0,0,0,0,0,1,2,0,3
"Jon Weeks","Houston Texans","htx",2011,16,1,0,"ankle",1,1,0,0,0,0,0,0,0,1,1
"Mario Williams","Houston Texans","htx",2011,16,16,11,"groin achilles elbow thumb knee pectoral",1,16,0,0,1,0,1,1,2,1,6
"Eric Winston","Houston Texans","htx",2011,16,5,0,"ankle back knee calf",8,16,0,0,1,0,0,0,2,1,4
"T.J. Yates","Houston Texans","htx",2011,16,3,0,"hand shoulder",14,16,0,1,0,0,0,1,0,0,2
"Joseph Addai","Indianapolis Colts","clt",2011,16,7,4,"hamstring",6,12,0,0,0,0,0,0,1,0,1
"Jamaal Anderson","Indianapolis Colts","clt",2011,16,3,1,"hip groin",10,15,0,0,0,1,0,0,1,0,2
"Pat Angerer","Indianapolis Colts","clt",2011,16,3,0,"knee",8,13,0,0,0,0,0,0,1,0,1
"Antoine Bethea","Indianapolis Colts","clt",2011,16,3,0,"hamstring  achilles knee",1,15,0,0,0,0,0,0,2,1,3
"Gary Brackett","Indianapolis Colts","clt",2011,16,16,15,"elbow shoulder",1,16,0,1,0,0,1,0,0,0,2
"Tyler Brayton","Indianapolis Colts","clt",2011,16,1,0,"knee",2,2,0,0,0,0,0,0,1,0,1
"Stevie Brown","Indianapolis Colts","clt",2011,16,7,6,"hamstring undisclosed",10,16,0,0,0,0,0,0,1,0,1
"Melvin Bullitt","Indianapolis Colts","clt",2011,16,14,14,"undisclosed shoulder",3,16,0,1,0,0,0,0,0,0,1
"Delone Carter","Indianapolis Colts","clt",2011,16,1,0,"forearm",15,15,1,0,0,0,1,0,0,0,2
"Anthony Castonzo","Indianapolis Colts","clt",2011,16,5,4,"ankle",5,9,0,0,0,0,0,0,0,1,1
"Dallas Clark","Indianapolis Colts","clt",2011,16,9,5,"foot knee leg burner neck",3,16,1,0,0,0,0,0,2,1,4
"Austin Collie","Indianapolis Colts","clt",2011,16,1,0,"foot",1,1,0,0,0,0,0,0,0,1,1
"Kerry Collins","Indianapolis Colts","clt",2011,16,14,13,"shoulder head concussion",3,16,2,1,0,0,0,0,0,0,3
"Kavell Conner","Indianapolis Colts","clt",2011,16,3,0,"foot knee",2,8,0,0,0,0,0,0,1,1,2
"Ryan Diem","Indianapolis Colts","clt",2011,16,8,5,"ankle knee",3,12,0,0,0,0,0,0,1,1,2
"A.J. Edds","Indianapolis Colts","clt",2011,16,5,4,"head ankle",7,16,1,0,0,0,0,0,0,1,2
"Brody Eldridge","Indianapolis Colts","clt",2011,16,12,3,"knee chest hand",2,13,0,0,1,0,0,1,1,0,3
"Eric Foster","Indianapolis Colts","clt",2011,16,14,12,"knee hamstring ankle",2,16,0,0,0,0,0,0,2,1,3
"Dwight Freeney","Indianapolis Colts","clt",2011,16,3,0,"abdomen ankle",3,5,0,0,1,0,0,0,0,1,2
"Anthony Gonzalez","Indianapolis Colts","clt",2011,16,9,6,"hamstring  groin illness",1,16,0,0,0,0,0,0,2,0,2
"Ben Ijalana","Indianapolis Colts","clt",2011,16,12,12,"knee",5,16,0,0,0,0,0,0,1,0,1
"Terrence Johnson","Indianapolis Colts","clt",2011,16,7,6,"hamstring foream",9,16,0,0,0,0,0,0,1,0,1
"Ryan Mahaffey","Indianapolis Colts","clt",2011,16,2,1,"concussion",12,13,1,0,0,0,0,0,0,0,1
"Peyton Manning","Indianapolis Colts","clt",2011,16,16,16,"neck",1,16,1,0,0,0,0,0,0,0,1
"Robert Mathis","Indianapolis Colts","clt",2011,16,4,0,"neck chest knee",2,15,1,0,1,0,0,0,1,0,3
"Pat McAfee","Indianapolis Colts","clt",2011,16,1,0,"hamstring",8,8,0,0,0,0,0,0,1,0,1
"Fili Moala","Indianapolis Colts","clt",2011,16,3,2,"ankle",3,5,0,0,0,0,0,0,0,1,1
"Drake Nevis","Indianapolis Colts","clt",2011,16,13,11,"foot  back",1,16,0,0,1,0,0,0,0,1,2
"Quinn Ojinnaka","Indianapolis Colts","clt",2011,16,1,0,"shoulder",9,9,0,1,0,0,0,0,0,0,1
"Seth Olsen","Indianapolis Colts","clt",2011,16,8,7,"hand",8,16,0,0,0,0,0,1,0,0,1
"Mike Pollak","Indianapolis Colts","clt",2011,16,3,1,"arm hamstring",5,9,0,0,0,0,1,0,1,0,2
"Jerraud Powers","Indianapolis Colts","clt",2011,16,5,4,"hamstring elbow",6,16,0,0,0,0,1,0,1,0,2
"Joe Reitz","Indianapolis Colts","clt",2011,16,9,5,"ankle knee",4,16,0,0,0,0,0,0,1,1,2
"Jeff Saturday","Indianapolis Colts","clt",2011,16,3,0,"knee foot",9,15,0,0,0,0,0,0,1,1,2
"Ernie Sims","Indianapolis Colts","clt",2011,16,5,3,"knee toe",2,13,0,0,0,0,0,0,1,1,2
"Chad Spann","Indianapolis Colts","clt",2011,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0,1
"Jacob Tamme","Indianapolis Colts","clt",2011,16,2,0,"concussion head",3,8,2,0,0,0,0,0,0,0,2
"Philip Wheeler","Indianapolis Colts","clt",2011,16,3,3,"foot",14,16,0,0,0,0,0,0,0,1,1
"Blair White","Indianapolis Colts","clt",2011,16,11,9,"back  knee",1,16,0,0,1,0,0,0,1,0,2
"Tyson Alualu","Jacksonville Jaguars","jax",2011,16,6,0,"ankle knee",2,7,0,0,0,0,0,0,1,1,2
"Kevin Bentley","Jacksonville Jaguars","jax",2011,16,1,1,"knee",12,12,0,0,0,0,0,0,1,0,1
"Brock Bolen","Jacksonville Jaguars","jax",2011,16,5,3,"calf",8,12,0,0,0,0,0,0,1,0,1
"Kyle Bosworth","Jacksonville Jaguars","jax",2011,16,7,7,"hand",10,16,0,0,0,0,0,1,0,0,1
"Eben Britton","Jacksonville Jaguars","jax",2011,16,12,11,"back",1,16,0,0,1,0,0,0,0,0,1
"John Chick","Jacksonville Jaguars","jax",2011,16,9,5,"abdomen knee",8,16,0,0,1,0,0,0,1,0,2
"Drew Coleman","Jacksonville Jaguars","jax",2011,16,1,0,"concussion",6,6,1,0,0,0,0,0,0,0,1
"Derek Cox","Jacksonville Jaguars","jax",2011,16,12,10,"rib chest groin knee",2,16,0,0,2,0,0,0,2,0,4
"Leger Douzable","Jacksonville Jaguars","jax",2011,16,1,0,"thigh",4,4,0,0,0,0,0,0,1,0,1
"Courtney Greene","Jacksonville Jaguars","jax",2011,16,11,9,"neck hamstring shoulder",4,16,1,1,0,0,0,0,1,0,3
"T.J. Heath","Jacksonville Jaguars","jax",2011,16,4,4,"shoulder",13,16,0,1,0,0,0,0,0,0,1
"Jason Hill","Jacksonville Jaguars","jax",2011,16,4,1,"hip thigh wrist",2,8,0,0,0,1,0,1,1,0,3
"Rod Issac","Jacksonville Jaguars","jax",2011,16,10,10,"hamstring",7,16,0,0,0,0,0,0,1,0,1
"Rashad Jennings","Jacksonville Jaguars","jax",2011,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0,1
"Greg Jones","Jacksonville Jaguars","jax",2011,16,2,0,"hamstring",15,16,0,0,0,0,0,0,1,0,1
"Maurice Jones-Drew","Jacksonville Jaguars","jax",2011,16,2,0,"ankle",15,16,0,0,0,0,0,0,0,1,1
"Aaron Kampman","Jacksonville Jaguars","jax",2011,16,14,13,"knee  hamstring",1,16,0,0,0,0,0,0,2,0,2
"Terrance Knighton","Jacksonville Jaguars","jax",2011,16,4,3,"ankle",9,12,0,0,0,0,0,0,0,1,1
"Dawan Landry","Jacksonville Jaguars","jax",2011,16,2,0,"thigh illness",7,16,0,0,0,0,0,0,1,0,1
"Austen Lane","Jacksonville Jaguars","jax",2011,16,10,10,"shoulder",7,16,0,1,0,0,0,0,0,0,1
"Marcedes Lewis","Jacksonville Jaguars","jax",2011,16,6,1,"calf ankle hamstring",2,16,0,0,0,0,0,0,2,1,3
"Dwight Lowery","Jacksonville Jaguars","jax",2011,16,3,3,"shoulder",13,16,0,1,0,0,0,0,0,0,1
"Rashean Mathis","Jacksonville Jaguars","jax",2011,16,7,7,"knee",10,16,0,0,0,0,0,0,1,0,1
"Darcel McBath","Jacksonville Jaguars","jax",2011,16,2,2,"forearm",15,16,1,0,0,0,1,0,0,0,2
"William Middleton","Jacksonville Jaguars","jax",2011,16,5,5,"hamstring knee",12,16,0,0,0,0,0,0,2,0,2
"Zach Miller","Jacksonville Jaguars","jax",2011,16,14,12,"knee  shoulder",1,16,0,1,0,0,0,0,1,0,2
"Eugene Monroe","Jacksonville Jaguars","jax",2011,16,5,1,"shoulder ankle",4,16,0,1,0,0,0,0,0,1,2
"Kassim Osgood","Jacksonville Jaguars","jax",2011,16,5,4,"hamstring",3,7,0,0,0,0,0,0,1,0,1
"Montell Owens","Jacksonville Jaguars","jax",2011,16,4,3,"knee",4,7,0,0,0,0,0,0,1,0,1
"Zach Potter","Jacksonville Jaguars","jax",2011,16,1,1,"calf",16,16,0,0,0,0,0,0,1,0,1
"Chris Prosinski","Jacksonville Jaguars","jax",2011,16,4,3,"hamstring thumb",12,16,0,0,0,0,0,1,1,0,2
"Will Rackley","Jacksonville Jaguars","jax",2011,16,1,0,"knee",7,7,0,0,0,0,0,0,1,0,1
"Brian Robiskie","Jacksonville Jaguars","jax",2011,16,8,8,"hamstring",9,16,0,0,0,0,0,0,1,0,1
"Matt Roth","Jacksonville Jaguars","jax",2011,16,8,7,"neck concussion",3,16,2,0,0,0,0,0,0,0,2
"Kevin Rutland","Jacksonville Jaguars","jax",2011,16,1,0,"calf",16,16,0,0,0,0,0,0,1,0,1
"Josh Scobee","Jacksonville Jaguars","jax",2011,16,1,0,"groin",14,14,0,0,0,0,0,0,1,0,1
"Clint Session","Jacksonville Jaguars","jax",2011,16,11,7,"wrist elbow head",3,16,1,0,0,0,1,1,0,0,3
"Cecil Shorts","Jacksonville Jaguars","jax",2011,16,9,6,"hamstring",8,16,0,0,0,0,0,0,1,0,1
"Mike Sims-Walker","Jacksonville Jaguars","jax",2011,16,5,4,"illness knee",8,12,0,0,0,0,0,0,1,0,1
"D'Anthony Smith","Jacksonville Jaguars","jax",2011,16,16,16,"foot",1,16,0,0,0,0,0,0,0,1,1
"Daryl Smith","Jacksonville Jaguars","jax",2011,16,1,0,"concussion",6,6,1,0,0,0,0,0,0,0,1
"Jason Spitz","Jacksonville Jaguars","jax",2011,16,7,6,"quadricep quadriceps",3,9,0,0,0,0,0,0,2,0,2
"Mike Thomas","Jacksonville Jaguars","jax",2011,16,2,1,"concussion",14,15,1,0,0,0,0,0,0,0,1
"Guy Whimper","Jacksonville Jaguars","jax",2011,16,8,1,"hip thigh thigh knee",6,16,0,0,0,1,0,0,3,0,4
"Ashton Youboty","Jacksonville Jaguars","jax",2011,16,2,1,"hip hamstring",12,16,0,0,0,1,0,0,1,0,2
"Javier Arenas","Kansas City Chiefs","kan",2011,16,3,1,"ankle illness",8,14,0,0,0,0,0,0,0,1,1
